id,trace_log
969,Connection reset by peer while uploading results to BigQuery GCS stage for table click_logs.
970,google.api_core.exceptions.Forbidden: 403 Access Denied: Project sandbox-data-123. Service account airflow-worker@prod-project.iam.gserviceaccount.com lacks BigQuery Data Editor permission for table order_info.
971,google.cloud.bigquery.dbapi.OperationalError: 400 Provided Schema does not match the target table 'revenue_daily'. Field 'updated_at' is missing or has different type.
972,google.cloud.bigquery.dbapi.OperationalError: 400 Provided Schema does not match the target table 'revenue_daily'. Field 'updated_at' is missing or has different type.
973,fin_history_sensor_click_logs failed. Timeout after 72 hours. Last poke at 2024-03-12 10:00:00.
974,google.cloud.bigquery.dbapi.OperationalError: 400 Provided Schema does not match the target table 'order_info'. Field 'updated_at' is missing or has different type.
975,Permission denied (publickey) when trying to establish SSH tunnel to remote Notebook server 10.128.0.45.
976,Connection reset by peer while uploading results to BigQuery GCS stage for table click_logs.
977,Permission denied (publickey) when trying to establish SSH tunnel to remote Notebook server 10.128.0.45.
978,Permission denied (publickey) when trying to establish SSH tunnel to remote Notebook server 10.128.0.45.
979,Permission denied (publickey) when trying to establish SSH tunnel to remote Notebook server 10.128.0.45.
980,google.cloud.bigquery.dbapi.OperationalError: 400 Provided Schema does not match the target table 'mart_sales'. Field 'updated_at' is missing or has different type.
981,Job execution exceeded the hard limit of 6 hours and was cancelled by the BigQuery service. Job ID: bq_job_593101
982,MemoryError: Unable to allocate 8.0 GiB for array in pandas processing. Task killed by GKE scheduler.
983,fin_history_sensor_order_info failed. Timeout after 72 hours. Last poke at 2024-03-12 10:00:00.
984,"DataFrame columns mismatch. Expected ['id', 'val'], found ['id', 'value'] in notebook job 8931."
985,ModuleNotFoundError: No module named 'scikit-learn'. Please check requirements.txt for GKE execution environment.
986,google.cloud.bigquery.dbapi.OperationalError: 400 Provided Schema does not match the target table 'click_logs'. Field 'updated_at' is missing or has different type.
987,google.cloud.bigquery.dbapi.OperationalError: 400 Provided Schema does not match the target table 'revenue_daily'. Field 'updated_at' is missing or has different type.
988,Permission denied (publickey) when trying to establish SSH tunnel to remote Notebook server 10.128.0.45.
989,MemoryError: Unable to allocate 8.0 GiB for array in pandas processing. Task killed by GKE scheduler.
990,Connection reset by peer while uploading results to BigQuery GCS stage for table user_profile.
991,Job execution exceeded the hard limit of 6 hours and was cancelled by the BigQuery service. Job ID: bq_job_898619
992,fin_history_sensor_order_info failed. Timeout after 72 hours. Last poke at 2024-03-12 10:00:00.
993,Connection reset by peer while uploading results to BigQuery GCS stage for table mart_sales.
994,google.api_core.exceptions.Forbidden: 403 Access Denied: Project sandbox-data-123. Service account bq-loader@sandbox.iam.gserviceaccount.com lacks BigQuery Data Editor permission for table order_info.
995,ModuleNotFoundError: No module named 'tensorflow'. Please check requirements.txt for GKE execution environment.
996,Unknown Airflow Exception in task processing_7830: Internal server error triggered by unexpected upstream response.
997,fin_history_sensor_click_logs failed. Timeout after 72 hours. Last poke at 2024-03-12 10:00:00.
998,Unknown Airflow Exception in task processing_8101: Internal server error triggered by unexpected upstream response.
999,ModuleNotFoundError: No module named 'pyarrow'. Please check requirements.txt for GKE execution environment.
1000,ModuleNotFoundError: No module named 'tensorflow'. Please check requirements.txt for GKE execution environment.
