id,trace_log
170,"DataFrame columns mismatch. Expected ['id', 'user_id', 'amount'], found ['id', 'value'] in notebook job 2199."
171,Permission denied (publickey) when trying to establish SSH tunnel to remote Notebook server 10.128.0.45.
172,Permission denied (publickey) when trying to establish SSH tunnel to remote Notebook server 10.128.0.45.
173,google.api_core.exceptions.Forbidden: 403 Access Denied: Project sandbox-data-123. Service account bq-loader@sandbox.iam.gserviceaccount.com lacks BigQuery Data Editor permission for table click_logs.
174,Permission denied (publickey) when trying to establish SSH tunnel to remote Notebook server 10.128.0.45.
175,ModuleNotFoundError: No module named 'scikit-learn'. Please check requirements.txt for GKE execution environment.
176,Unknown Airflow Exception in task processing_8751: Internal server error triggered by unexpected upstream response.
177,ModuleNotFoundError: No module named 'pyarrow'. Please check requirements.txt for GKE execution environment.
178,Unknown Airflow Exception in task processing_3807: Internal server error triggered by unexpected upstream response.
179,Permission denied (publickey) when trying to establish SSH tunnel to remote Notebook server 10.128.0.45.
180,ModuleNotFoundError: No module named 'scikit-learn'. Please check requirements.txt for GKE execution environment.
181,google.api_core.exceptions.Forbidden: 403 Access Denied: Project dw-mart-analytics. Service account airflow-worker@prod-project.iam.gserviceaccount.com lacks BigQuery Data Editor permission for table user_profile.
182,google.api_core.exceptions.Forbidden: 403 Access Denied: Project prod-data-project. Service account bq-loader@sandbox.iam.gserviceaccount.com lacks BigQuery Data Editor permission for table user_profile.
183,MemoryError: Unable to allocate 8.0 GiB for array in pandas processing. Task killed by GKE scheduler.
184,Connection reset by peer while uploading results to BigQuery GCS stage for table click_logs.
185,Job execution exceeded the hard limit of 6 hours and was cancelled by the BigQuery service. Job ID: bq_job_230050
186,fin_history_sensor_order_info failed. Timeout after 72 hours. Last poke at 2024-03-12 10:00:00.
187,Connection reset by peer while uploading results to BigQuery GCS stage for table click_logs.
188,google.api_core.exceptions.Forbidden: 403 Access Denied: Project sandbox-data-123. Service account bq-loader@sandbox.iam.gserviceaccount.com lacks BigQuery Data Editor permission for table order_info.
189,ModuleNotFoundError: No module named 'pyarrow'. Please check requirements.txt for GKE execution environment.
190,fin_history_sensor_revenue_daily failed. Timeout after 72 hours. Last poke at 2024-03-12 10:00:00.
191,Connection reset by peer while uploading results to BigQuery GCS stage for table user_profile.
192,ModuleNotFoundError: No module named 'tensorflow'. Please check requirements.txt for GKE execution environment.
193,"DataFrame columns mismatch. Expected ['event_time', 'user_ip'], found ['id', 'value'] in notebook job 9152."
194,fin_history_sensor_revenue_daily failed. Timeout after 72 hours. Last poke at 2024-03-12 10:00:00.
195,Connection reset by peer while uploading results to BigQuery GCS stage for table revenue_daily.
196,MemoryError: Unable to allocate 8.0 GiB for array in pandas processing. Task killed by GKE scheduler.
197,MemoryError: Unable to allocate 8.0 GiB for array in pandas processing. Task killed by GKE scheduler.
198,"DataFrame columns mismatch. Expected ['event_time', 'user_ip'], found ['id', 'value'] in notebook job 9740."
199,Unknown Airflow Exception in task processing_1629: Internal server error triggered by unexpected upstream response.
200,Job execution exceeded the hard limit of 6 hours and was cancelled by the BigQuery service. Job ID: bq_job_253992
